VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-01-01 21:21:18,2019-01-01 21:25:57,2,0.65,1,N,50,48,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-6.3,
2,2019-01-01 21:11:51,2019-01-01 21:12:06,1,0.0,5,N,186,186,4,-50.0,0.0,-0.5,0.0,0.0,-0.3,-50.8,
2,2019-01-01 21:56:55,2019-01-01 22:27:34,2,19.31,2,N,132,194,4,-52.0,0.0,-0.5,0.0,-5.76,-0.3,-58.56,
2,2019-01-01 21:35:03,2019-01-01 21:37:31,1,0.12,1,N,100,100,4,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-01 21:14:40,2019-01-01 21:19:50,1,0.9,1,N,152,116,4,-6.0,-0.5,-0.5,0.0,0.0,-0.3,-7.3,
2,2019-01-01 21:41:35,2019-01-01 21:44:51,1,0.57,1,N,24,43,2,-4.5,-0.5,-0.5,0.0,0.0,-0.3,-5.8,
2,2019-01-01 22:09:13,2019-01-01 22:09:16,1,0.06,1,N,233,233,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 22:44:18,2019-01-01 22:47:32,5,0.57,1,N,234,164,4,-4.5,-0.5,-0.5,0.0,0.0,-0.3,-5.8,
2,2019-01-01 22:38:20,2019-01-01 22:40:31,5,0.54,1,N,141,263,3,-4.0,-0.5,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-01 22:31:36,2019-01-01 22:35:20,1,0.58,1,N,229,229,3,-4.5,-0.5,-0.5,0.0,0.0,-0.3,-5.8,
2,2019-01-01 22:28:53,2019-01-01 22:31:19,1,0.45,1,N,48,48,2,-4.0,-0.5,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-01 22:57:29,2019-01-01 23:16:04,1,0.68,1,N,164,107,4,-12.0,-0.5,-0.5,0.0,0.0,-0.3,-13.3,
2,2019-01-01 22:46:40,2019-01-01 22:46:48,1,0.0,1,N,132,132,4,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 23:57:18,2019-01-01 23:57:30,1,0.02,1,N,132,132,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 23:57:32,2019-01-01 23:57:34,2,0.0,1,N,264,132,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 23:54:58,2019-01-01 23:55:14,1,0.05,1,N,132,132,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 23:50:02,2019-01-01 23:50:52,1,0.07,1,N,48,48,3,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-3.8,
2,2019-01-01 23:20:45,2019-01-01 23:23:17,1,0.25,1,N,234,107,4,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-01 23:21:29,2019-01-01 23:24:46,1,0.83,1,N,107,4,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-6.3,
2,2019-01-01 23:38:53,2019-01-01 23:41:20,1,0.44,1,N,186,100,4,-4.0,-0.5,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-01 23:53:18,2019-01-01 23:54:27,1,0.2,1,N,234,170,3,-3.0,-0.5,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-02 00:55:49,2019-01-02 00:59:40,1,0.83,1,N,238,239,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-6.3,
